id,article_id,action
8725,3,click
8726,2,delivered
8727,1,delivered
8728,5,click
8729,5,open
8730,1,open
8731,3,delivered
8732,5,open
8733,1,open
8734,5,delivered
8735,3,delivered
8736,3,delivered
8737,3,delivered
8738,4,delivered
8739,3,delivered
8740,1,open
8741,4,open
8742,1,delivered
8743,5,open
8744,2,delivered
8745,3,click
8746,4,open
8747,2,delivered
8748,1,delivered
8749,2,delivered
8750,3,delivered
8751,4,open
8752,1,delivered
8753,1,open
8754,1,delivered
8755,4,click
8756,4,click
8757,5,delivered
8758,1,delivered
8759,2,open
8760,3,delivered
8761,1,open
8762,1,open
8763,1,open
8764,1,delivered
8765,2,delivered
8766,1,delivered
8767,2,open
8768,2,click
8769,4,delivered
8770,1,open
8771,3,delivered
8772,4,delivered
8773,5,open
8774,4,open
8775,2,click
8776,3,delivered
8777,5,open
8778,2,delivered
8779,2,delivered
8780,3,open
8781,1,delivered
8782,3,delivered
8783,3,delivered
8784,3,click
8785,2,delivered
8786,3,delivered
8787,3,open
8788,2,delivered
8789,3,delivered
8790,5,click
8791,3,open
8792,1,delivered
8793,4,delivered
8794,2,open
8795,2,open
8796,1,open
8797,5,open
8798,1,delivered
8799,2,delivered
8800,5,delivered
8801,3,delivered
8802,1,delivered
8803,4,open
8804,2,click
8805,5,delivered
8806,1,delivered
8807,1,click
8808,3,open
8809,1,open
8810,1,open
8811,2,click
8812,1,open
8813,4,open
8814,3,delivered
8815,1,delivered
8816,4,open
8817,2,open
8818,4,delivered
8819,3,click
8820,3,open
8821,1,delivered
8822,2,open
8823,1,open
8824,1,delivered
8825,1,delivered
8826,5,delivered
8827,1,delivered
8828,3,delivered
8829,1,delivered
8830,2,open
8831,4,open
8832,3,delivered
8833,4,open
8834,3,click
8835,1,click
8836,1,open
8837,1,click
8838,3,delivered
8839,3,delivered
8840,1,delivered
8841,1,open
8842,3,open
8843,5,delivered
8844,3,delivered
8845,2,open
8846,5,delivered
8847,3,delivered
8848,3,open
8849,3,open
8850,1,open
8851,2,open
8852,3,click
8853,2,delivered
8854,5,delivered
8855,3,delivered
8856,1,open
8857,1,open
8858,3,delivered
8859,5,delivered
8860,5,delivered
8861,2,click
8862,3,open
8863,2,delivered
8864,4,open
8865,4,open
8866,1,delivered
8867,4,delivered
8868,1,open
8869,5,delivered
8870,2,delivered
8871,5,delivered
8872,4,delivered
8873,5,open
8874,4,delivered
8875,3,delivered
8876,3,click
8877,4,delivered
8878,4,delivered
8879,5,delivered
8880,5,delivered
8881,5,delivered
8882,5,open
8883,3,delivered
8884,1,delivered
8885,3,open
8886,2,click
8887,2,open
8888,1,open
8889,4,delivered
8890,3,delivered
8891,1,open
8892,4,delivered
8893,5,click
8894,1,delivered
8895,4,delivered
8896,3,delivered
8897,2,open
8898,2,delivered
8899,2,open
8900,3,delivered
8901,4,delivered
8902,3,open
8903,3,open
8904,1,delivered
8905,2,delivered
8906,2,delivered
8907,5,delivered
8908,3,delivered
8909,3,delivered
8910,2,click
8911,4,delivered
8912,2,delivered
8913,3,delivered
8914,4,delivered
8915,1,delivered
8916,3,open
8917,2,open
8918,1,open
8919,5,open
8920,4,delivered
8921,3,open
8922,3,delivered
8923,3,delivered
8924,5,delivered
8925,4,open
8926,3,click
8927,5,open
8928,3,delivered
8929,4,delivered
8930,2,delivered
8931,1,open
8932,2,delivered
8933,3,delivered
8934,5,open
8935,4,delivered
8936,4,delivered
8937,5,delivered
8938,1,delivered
8939,4,delivered
8940,3,open
8941,3,delivered
8942,2,click
8943,3,open
8944,4,click
8945,3,delivered
8946,1,delivered
8947,3,delivered
8948,2,open
8949,5,open
8950,2,delivered
8951,2,delivered
8952,4,delivered
8953,4,delivered
8954,2,delivered
8955,2,open
8956,4,delivered
8957,2,click
8958,2,delivered
8959,2,delivered
8960,2,open
8961,4,delivered
8962,5,delivered
8963,4,delivered
8964,4,delivered
8965,1,click
8966,3,open
8967,5,delivered
8968,2,delivered
8969,5,open
8970,3,delivered
8971,5,delivered
8972,4,delivered
8973,3,delivered
8974,1,delivered
8975,3,open
8976,5,delivered
8977,3,delivered
8978,3,click
8979,5,delivered
8980,2,delivered
8981,4,open
8982,5,open
8983,5,delivered
8984,2,delivered
8985,4,open
8986,5,delivered
8987,5,click
8988,2,delivered
8989,5,delivered
8990,5,open
8991,4,open
8992,4,delivered
8993,3,delivered
8994,4,open
8995,5,open
8996,4,click
8997,3,open
8998,4,delivered
8999,5,delivered
9000,3,open
9001,3,delivered
9002,3,delivered
9003,1,delivered
9004,5,delivered
9005,1,open
9006,3,open
9007,5,delivered
9008,3,delivered
9009,4,open
9010,1,click
9011,4,delivered
9012,3,open
9013,3,delivered
9014,1,delivered
9015,3,delivered
9016,4,open
9017,5,delivered
9018,3,delivered
9019,5,open
9020,3,open
9021,2,delivered
9022,4,open
9023,2,click
9024,2,delivered
9025,5,delivered
9026,4,delivered
9027,1,click
9028,4,open
9029,5,open
9030,5,open
9031,3,delivered
9032,5,delivered
9033,3,delivered
9034,3,delivered
9035,3,delivered
9036,5,open
9037,1,delivered
9038,5,delivered
9039,4,delivered
9040,5,delivered
9041,3,click
9042,1,open
9043,3,delivered
9044,5,delivered
9045,1,delivered
9046,1,open
9047,2,open
9048,4,delivered
9049,3,open
9050,1,delivered
9051,4,click
9052,1,open
9053,4,open
9054,3,open
9055,4,delivered
9056,5,open
9057,1,delivered
9058,2,open
9059,1,open
9060,1,delivered
9061,2,delivered
9062,2,open
9063,5,click
9064,3,delivered
9065,3,delivered
9066,4,delivered
9067,4,delivered
9068,3,open
9069,2,delivered
9070,2,delivered
9071,4,click
9072,4,delivered
9073,4,delivered
9074,1,delivered
9075,2,delivered
9076,4,delivered
9077,1,open
9078,2,open
9079,2,open
9080,2,delivered
9081,2,open
9082,3,open
9083,2,open
9084,2,click
9085,2,click
9086,2,open
9087,4,open
9088,2,delivered
9089,5,delivered
9090,3,open
9091,4,open
9092,3,open
9093,4,open
9094,2,delivered
9095,5,open
9096,5,delivered
9097,3,delivered
9098,2,delivered
9099,5,delivered
9100,3,delivered
9101,4,delivered
9102,3,open
9103,3,open
9104,3,click
9105,5,open
9106,4,open
9107,2,open
9108,5,click
9109,5,delivered
9110,2,delivered
9111,4,delivered
9112,5,delivered
9113,4,open
9114,3,delivered
9115,4,open
9116,1,open
9117,1,delivered
9118,5,delivered
9119,2,delivered
9120,2,delivered
9121,2,delivered
9122,1,click
9123,1,delivered
9124,2,delivered
9125,2,open
9126,1,delivered
9127,5,open
9128,2,click
9129,4,delivered
9130,2,open
9131,5,delivered
9132,1,delivered
9133,4,open
9134,2,open
9135,2,delivered
9136,3,click
9137,4,click
9138,4,delivered
9139,1,delivered
9140,3,delivered
9141,4,delivered
9142,3,delivered
9143,4,delivered
9144,3,delivered
9145,5,delivered
9146,1,open
9147,1,open
9148,1,delivered
9149,4,delivered
9150,3,delivered
9151,5,delivered
9152,2,open
9153,3,delivered
9154,1,open
9155,3,delivered
9156,3,open
9157,1,open
9158,4,open
9159,4,delivered
9160,5,delivered
9161,5,delivered
9162,3,delivered
9163,5,delivered
9164,2,open
9165,1,open
9166,2,delivered
9167,1,open
9168,4,delivered
9169,3,click
9170,2,delivered
9171,4,delivered
9172,5,delivered
9173,1,open
9174,1,open
9175,4,delivered
9176,2,open
9177,3,delivered
9178,2,delivered
9179,2,click
9180,1,delivered
9181,2,delivered
9182,4,click
9183,4,click
9184,1,open
9185,3,delivered
9186,2,delivered
9187,5,open
9188,3,open
9189,4,open
9190,4,open
9191,1,delivered
9192,5,delivered
9193,2,delivered
9194,4,delivered
9195,1,open
9196,1,delivered
9197,2,delivered
9198,3,delivered
9199,5,delivered
9200,4,open
9201,2,delivered
9202,1,open
9203,4,delivered
9204,1,delivered
9205,4,open
9206,2,delivered
9207,2,open
9208,1,open
9209,2,delivered
9210,4,open
9211,2,delivered
9212,3,delivered
9213,1,open
9214,1,delivered
9215,2,delivered
9216,2,delivered
9217,4,open
9218,1,open
9219,2,open
9220,4,delivered
9221,2,open
9222,2,click
9223,2,delivered
9224,1,delivered
9225,4,click
9226,1,open
9227,3,delivered
9228,1,delivered
9229,4,delivered
9230,4,open
9231,1,open
9232,4,delivered
9233,4,open
9234,1,delivered
9235,4,delivered
9236,5,delivered
9237,5,open
9238,4,delivered
9239,4,delivered
9240,2,open
9241,2,delivered
9242,4,delivered
9243,4,delivered
9244,5,delivered
9245,4,delivered
9246,4,delivered
9247,2,open
9248,5,delivered
9249,3,click
9250,2,open
9251,2,click
9252,1,delivered
9253,2,delivered
9254,4,delivered
9255,1,delivered
9256,2,open
9257,5,delivered
9258,3,delivered
9259,3,delivered
9260,4,delivered
9261,4,delivered
9262,2,delivered
9263,3,click
9264,1,delivered
9265,4,delivered
9266,2,click
9267,2,delivered
9268,2,open
9269,4,open
9270,3,open
9271,1,open
9272,4,delivered
9273,3,delivered
9274,2,delivered
9275,4,open
9276,4,delivered
9277,2,delivered
9278,3,delivered
9279,5,delivered
9280,1,delivered
9281,3,delivered
9282,2,open
9283,1,open
9284,2,delivered
9285,3,open
9286,4,delivered
9287,2,click
9288,4,click
9289,5,open
9290,4,delivered
9291,4,delivered
9292,2,click
9293,2,delivered
9294,4,open
9295,3,delivered
9296,1,delivered
9297,3,delivered
9298,1,open
9299,4,delivered
9300,3,delivered
9301,4,open
9302,5,delivered
9303,1,open
9304,2,open
9305,5,open
9306,1,delivered
9307,1,delivered
9308,3,delivered
9309,3,delivered
9310,4,delivered
9311,3,delivered
9312,4,delivered
9313,4,delivered
9314,5,delivered
9315,1,delivered
9316,5,open
9317,4,delivered
9318,2,open
9319,2,open
9320,1,click
9321,1,delivered
9322,3,delivered
9323,1,open
9324,2,open
9325,2,open
9326,3,click
9327,5,open
9328,1,delivered
9329,3,delivered
9330,3,open
9331,3,delivered
9332,2,delivered
9333,1,delivered
9334,1,delivered
9335,5,delivered
9336,4,delivered
9337,3,open
9338,4,click
9339,4,delivered
9340,1,open
9341,5,delivered
9342,1,delivered
9343,4,delivered
9344,2,delivered
9345,5,delivered
9346,3,delivered
9347,1,delivered
9348,1,delivered
9349,3,delivered
9350,1,delivered
9351,1,delivered
9352,4,delivered
9353,1,open
9354,4,open
9355,2,delivered
9356,3,open
9357,3,click
9358,5,delivered
9359,5,delivered
9360,4,delivered
9361,3,click
9362,4,open
9363,2,delivered
9364,5,delivered
9365,5,delivered
9366,2,open
9367,4,delivered
9368,4,delivered
9369,5,delivered
9370,1,open
9371,2,open
9372,2,delivered
9373,5,delivered
9374,3,delivered
9375,2,delivered
9376,1,delivered
9377,2,delivered
9378,2,open
9379,4,delivered
9380,3,open
9381,3,open
9382,1,delivered
9383,5,delivered
9384,3,delivered
9385,1,delivered
9386,4,delivered
9387,3,delivered
9388,1,click
9389,3,delivered
9390,2,open
9391,2,delivered
9392,3,delivered
9393,5,open
9394,5,delivered
9395,4,delivered
9396,1,delivered
9397,4,open
9398,5,delivered
9399,1,open
9400,4,delivered
9401,1,click
9402,5,open
9403,2,delivered
9404,1,open
9405,5,delivered
9406,4,delivered
9407,4,delivered
9408,5,click
9409,5,open
9410,3,open
9411,2,delivered
9412,4,delivered
9413,4,delivered
9414,4,click
9415,1,delivered
9416,1,delivered
9417,2,click
9418,3,delivered
9419,5,delivered
9420,2,delivered
9421,2,delivered
9422,2,delivered
9423,4,open
9424,4,delivered
9425,5,open
9426,1,open
9427,2,delivered
9428,2,delivered
9429,2,click
9430,5,open
9431,2,delivered
9432,4,delivered
9433,1,open
9434,4,open
9435,1,open
9436,2,open
9437,2,open
9438,1,delivered
9439,1,open
9440,5,delivered
9441,5,delivered
9442,3,click
9443,3,delivered
9444,4,delivered
9445,2,delivered
9446,4,delivered
9447,4,click
9448,3,delivered
9449,4,delivered
9450,4,open
9451,5,delivered
9452,1,delivered
9453,3,delivered
9454,1,open
9455,2,delivered
9456,3,open
9457,4,delivered
9458,4,delivered
9459,5,delivered
9460,4,delivered
9461,1,open
9462,2,delivered
9463,5,delivered
9464,4,open
9465,1,open
9466,3,open
9467,3,delivered
9468,2,delivered
9469,5,delivered
9470,2,delivered
9471,2,open
9472,3,delivered
9473,5,delivered
9474,2,open
9475,4,delivered
9476,1,delivered
9477,2,delivered
9478,2,delivered
9479,1,open
9480,5,delivered
9481,3,open
9482,5,click
9483,5,delivered
9484,3,delivered
9485,3,open
9486,5,open
9487,5,open
9488,2,delivered
9489,3,open
9490,4,delivered
9491,1,delivered
9492,5,open
9493,3,delivered
9494,4,click
9495,1,delivered
9496,5,open
9497,5,delivered
9498,2,delivered
9499,4,delivered
9500,3,open
9501,4,delivered
9502,2,delivered
9503,5,delivered
9504,5,delivered
9505,4,open
9506,3,open
9507,4,delivered
9508,5,delivered
9509,1,delivered
9510,1,click
9511,3,delivered
9512,4,open
9513,5,delivered
9514,2,delivered
9515,3,delivered
9516,2,delivered
9517,1,delivered
9518,1,click
9519,5,delivered
9520,3,click
9521,5,open
9522,3,open
9523,4,delivered
9524,2,open
9525,1,click
9526,1,delivered
9527,2,delivered
9528,1,click
9529,4,open
9530,5,open
9531,1,open
9532,5,delivered
9533,2,open
9534,1,delivered
9535,3,open
9536,1,delivered
9537,1,delivered
9538,3,open
9539,2,delivered
9540,3,delivered
9541,4,open
9542,4,delivered
9543,5,delivered
9544,5,delivered
9545,2,delivered
9546,5,open
9547,2,delivered
9548,4,click
9549,5,delivered
9550,1,open
9551,4,delivered
9552,4,delivered
9553,3,delivered
9554,1,click
9555,2,delivered
9556,5,delivered
9557,2,delivered
9558,5,open
9559,1,open
9560,5,open
9561,5,open
9562,3,open
9563,4,delivered
9564,2,open
9565,3,open
9566,1,delivered
9567,2,delivered
9568,2,delivered
9569,1,click
9570,3,delivered
9571,2,open
9572,1,delivered
9573,1,open
9574,2,delivered
9575,2,open
9576,4,delivered
9577,3,open
9578,5,open
9579,1,delivered
9580,2,delivered
9581,1,delivered
9582,1,open
9583,5,delivered
9584,5,open
9585,1,open
9586,1,open
9587,1,delivered
9588,2,delivered
9589,5,open
9590,2,delivered
9591,2,delivered
9592,3,click
9593,5,delivered
9594,4,delivered
9595,3,delivered
9596,3,delivered
9597,5,delivered
9598,1,open
9599,2,click
9600,5,click
9601,3,open
9602,2,open
9603,2,delivered
9604,1,delivered
9605,3,open
9606,5,delivered
9607,3,open
9608,1,delivered
9609,3,open
9610,5,open
9611,2,click
9612,5,open
9613,3,delivered
9614,1,delivered
9615,4,delivered
9616,3,delivered
9617,4,delivered
9618,1,click
9619,4,delivered
9620,2,delivered
9621,1,delivered
9622,2,delivered
9623,1,delivered
9624,4,open
9625,2,delivered
9626,2,delivered
9627,5,delivered
9628,2,open
9629,2,open
9630,1,delivered
9631,2,open
9632,2,click
9633,1,open
9634,4,open
9635,1,open
9636,5,open
9637,5,open
9638,1,delivered
9639,3,open
9640,1,delivered
9641,1,open
9642,3,delivered
9643,5,click
9644,5,delivered
9645,3,open
9646,3,delivered
9647,1,delivered
9648,2,delivered
9649,4,open
9650,4,open
9651,5,open
9652,5,delivered
9653,4,delivered
9654,1,click
9655,3,delivered
9656,4,delivered
9657,2,open
9658,5,delivered
9659,5,open
9660,3,delivered
9661,3,delivered
9662,2,delivered
9663,1,open
9664,3,delivered
9665,5,delivered
9666,4,open
9667,5,delivered
9668,3,delivered
9669,3,delivered
9670,3,delivered
9671,2,open
9672,1,delivered
9673,4,delivered
9674,5,delivered
9675,4,open
9676,4,delivered
9677,2,delivered
9678,5,open
9679,2,click
9680,5,delivered
9681,4,open
9682,2,delivered
9683,1,open
9684,2,delivered
9685,1,delivered
9686,5,delivered
9687,2,open
9688,3,click
9689,4,delivered
9690,5,delivered
9691,3,delivered
9692,2,delivered
9693,3,click
9694,1,click
9695,2,delivered
9696,1,click
9697,5,delivered
9698,1,delivered
9699,5,open
9700,1,delivered
9701,2,click
9702,4,open
9703,2,delivered
9704,1,delivered
9705,3,delivered
9706,4,open
9707,1,click
9708,1,open
9709,2,delivered
9710,5,delivered
9711,5,delivered
9712,2,open
9713,4,open
9714,1,open
9715,2,delivered
9716,3,delivered
9717,2,delivered
9718,4,delivered
9719,2,delivered
9720,4,delivered
9721,5,delivered
9722,1,delivered
9723,3,delivered
9724,1,delivered
9725,2,delivered
9726,2,open
9727,5,delivered
9728,1,click
9729,3,delivered
9730,3,click
9731,5,click
9732,3,delivered
9733,4,click
9734,3,open
9735,3,delivered
9736,2,click
9737,1,delivered
9738,3,delivered
9739,4,delivered
9740,2,click
9741,5,delivered
9742,3,open
9743,2,open
9744,3,delivered
9745,3,delivered
9746,2,open
9747,1,open
9748,1,delivered
9749,1,delivered
9750,5,delivered
9751,3,click
9752,5,open
9753,2,delivered
9754,5,open
9755,1,delivered
9756,3,delivered
9757,3,open
9758,1,delivered
9759,5,delivered
9760,3,delivered
9761,2,delivered
9762,5,delivered
9763,2,open
9764,5,delivered
9765,5,delivered
9766,2,delivered
9767,1,delivered
9768,2,delivered
9769,1,click
9770,1,open
9771,1,delivered
9772,1,delivered
9773,4,open
9774,1,delivered
9775,3,click
9776,5,open
9777,4,open
9778,1,delivered
9779,3,delivered
9780,1,open
9781,4,open
9782,1,delivered
9783,1,open
9784,2,open
9785,1,open
9786,5,open
9787,4,open
9788,4,delivered
9789,5,delivered
9790,4,open
9791,1,delivered
9792,4,delivered
9793,1,open
9794,2,open
9795,2,open
9796,5,delivered
9797,2,delivered
9798,2,delivered
9799,3,click
9800,1,delivered
9801,2,delivered
9802,5,delivered
9803,3,delivered
9804,2,delivered
9805,3,delivered
9806,5,open
9807,5,delivered
9808,5,delivered
9809,1,delivered
9810,4,open
9811,3,delivered
9812,2,open
9813,1,click
9814,3,delivered
9815,4,open
9816,3,delivered
9817,4,open
9818,2,delivered
9819,2,delivered
9820,4,delivered
9821,5,delivered
9822,2,open
9823,1,click
9824,5,click
9825,5,open
9826,5,open
9827,3,delivered
9828,3,delivered
9829,5,open
9830,1,open
9831,4,delivered
9832,3,open
9833,1,delivered
9834,3,open
9835,2,open
9836,1,delivered
9837,5,delivered
9838,5,open
9839,2,click
9840,5,delivered
9841,5,delivered
9842,5,delivered
9843,3,click
9844,3,open
9845,2,delivered
9846,1,delivered
9847,3,open
9848,2,delivered
9849,1,click
9850,3,open
9851,5,click
9852,1,delivered
9853,2,delivered
9854,2,delivered
9855,2,delivered
9856,1,delivered
9857,4,open
9858,5,delivered
9859,3,delivered
9860,1,open
9861,1,click
9862,3,delivered
9863,5,open
9864,4,delivered
9865,2,delivered
9866,2,delivered
9867,3,delivered
9868,1,open
9869,1,click
9870,3,delivered
9871,4,click
9872,1,delivered
9873,4,delivered
9874,1,delivered
9875,3,open
9876,4,delivered
9877,3,delivered
9878,1,click
9879,5,delivered
9880,2,delivered
9881,2,delivered
9882,5,delivered
9883,2,click
9884,2,open
9885,4,click
9886,2,delivered
9887,4,delivered
9888,5,open
9889,2,delivered
9890,3,delivered
9891,3,delivered
9892,4,open
9893,2,delivered
9894,2,open
9895,2,delivered
9896,4,delivered
9897,2,delivered
9898,2,open
9899,3,delivered
9900,4,delivered
9901,3,open
9902,4,delivered
9903,1,click
9904,4,open
9905,2,delivered
9906,5,delivered
9907,2,click
9908,4,click
9909,3,open
9910,4,open
9911,5,click
9912,3,open
9913,3,open
9914,5,delivered
9915,4,open
9916,5,open
9917,2,open
9918,5,open
9919,5,open
9920,4,click
9921,3,open
9922,5,open
9923,1,delivered
9924,5,open
9925,2,delivered
9926,4,open
9927,1,open
9928,1,open
9929,3,delivered
9930,3,open
9931,3,delivered
9932,1,delivered
9933,4,open
9934,3,delivered
9935,1,delivered
9936,2,click
9937,1,open
9938,3,open
9939,1,open
9940,2,open
9941,1,delivered
9942,3,delivered
9943,2,delivered
9944,5,delivered
9945,2,delivered
9946,5,delivered
9947,4,delivered
9948,2,open
9949,3,delivered
9950,5,delivered
9951,3,open
9952,5,open
9953,4,delivered
9954,3,click
9955,5,delivered
9956,5,delivered
9957,2,delivered
9958,4,open
9959,2,open
9960,3,delivered
9961,1,open
9962,2,delivered
9963,3,delivered
9964,2,delivered
9965,5,open
9966,2,delivered
9967,2,delivered
9968,5,open
9969,4,open
9970,3,delivered
9971,1,click
9972,4,delivered
9973,3,delivered
9974,4,click
9975,1,delivered
9976,4,click
9977,3,delivered
9978,5,delivered
9979,1,open
9980,3,open
9981,4,delivered
9982,5,delivered
9983,2,delivered
9984,3,delivered
9985,1,open
9986,1,open
9987,3,open
9988,5,delivered
9989,5,open
9990,1,open
9991,4,click
9992,5,open
9993,1,delivered
9994,1,click
9995,1,open
9996,5,delivered
9997,3,delivered
9998,3,delivered
9999,4,delivered
10000,1,delivered
10001,5,delivered
10002,1,open
10003,4,open
10004,4,click
10005,2,delivered
10006,2,delivered
10007,5,delivered
10008,3,open
10009,2,delivered
10010,4,click
10011,4,click
10012,3,open
10013,4,delivered
10014,3,open
10015,2,delivered
10016,2,delivered
10017,3,delivered
10018,4,delivered
10019,3,open
10020,1,delivered
10021,2,delivered
10022,1,delivered
10023,4,delivered
10024,5,delivered
10025,5,delivered
10026,1,delivered
10027,4,delivered
10028,2,delivered
10029,3,open
10030,5,delivered
10031,3,delivered
10032,1,open
10033,4,open
10034,2,delivered
10035,1,delivered
10036,5,delivered
10037,2,delivered
10038,3,open
10039,3,open
10040,5,delivered
10041,4,delivered
10042,2,delivered
10043,3,delivered
10044,4,delivered
10045,1,open
10046,3,open
10047,5,delivered
10048,4,click
10049,4,delivered
10050,5,open
10051,1,click
10052,2,open
10053,1,open
10054,1,delivered
10055,2,open
10056,4,delivered
10057,5,click
10058,5,delivered
10059,2,click
10060,3,delivered
10061,5,delivered
10062,3,delivered
10063,3,delivered
10064,5,open
10065,5,delivered
10066,4,open
10067,1,delivered
10068,2,open
10069,1,open
10070,2,delivered
10071,5,open
10072,3,open
10073,1,delivered
10074,2,delivered
10075,2,delivered
10076,5,delivered
10077,1,delivered
10078,3,open
10079,5,delivered
10080,1,delivered
10081,3,delivered
10082,3,click
10083,4,delivered
10084,3,delivered
10085,5,delivered
10086,5,delivered
10087,4,open
10088,1,click
10089,3,delivered
10090,3,delivered
10091,2,open
10092,1,open
10093,2,delivered
10094,3,open
10095,2,delivered
10096,4,open
10097,4,click
10098,4,open
10099,5,open
10100,1,delivered
10101,5,delivered
10102,3,delivered
10103,1,open
10104,2,delivered
10105,4,open
10106,2,delivered
10107,4,click
10108,3,delivered
10109,3,delivered
10110,5,delivered
10111,5,delivered
10112,3,delivered
10113,4,delivered
10114,4,delivered
10115,5,delivered
10116,4,delivered
10117,4,open
10118,4,open
10119,5,delivered
10120,4,delivered
10121,3,delivered
10122,1,delivered
10123,4,open
10124,5,delivered
10125,3,open
10126,2,delivered
10127,1,delivered
10128,1,delivered
10129,2,delivered
10130,2,click
10131,1,delivered
10132,1,open
10133,2,click
10134,1,delivered
10135,2,open
10136,1,delivered
10137,1,delivered
10138,2,delivered
10139,1,open
10140,3,delivered
10141,1,delivered
10142,3,open
10143,4,delivered
10144,2,delivered
10145,4,open
10146,5,delivered
10147,2,open
10148,1,delivered
10149,5,open
10150,1,open
10151,5,open
10152,1,delivered
10153,2,delivered
10154,4,delivered
10155,1,delivered
10156,5,delivered
10157,2,delivered
10158,4,delivered
10159,4,delivered
10160,1,open
10161,4,click
10162,2,delivered
10163,5,delivered
10164,4,delivered
10165,5,delivered
10166,1,delivered
10167,4,click
10168,5,delivered
10169,2,open
10170,2,click
10171,2,open
10172,4,delivered
10173,1,delivered
10174,4,delivered
10175,2,open
10176,4,open
10177,2,open
10178,4,delivered
10179,5,delivered
10180,2,delivered
10181,2,click
10182,1,open
10183,1,open
10184,1,delivered
10185,4,open
10186,1,delivered
10187,3,delivered
10188,5,delivered
10189,1,delivered
10190,1,open
10191,2,open
10192,1,open
10193,4,delivered
10194,4,delivered
10195,1,delivered
10196,2,delivered
10197,5,click
10198,5,delivered
10199,3,click
10200,3,delivered
10201,1,delivered
10202,5,click
10203,3,open
10204,3,open
10205,3,delivered
10206,4,delivered
10207,4,delivered
10208,5,click
10209,2,delivered
10210,1,delivered
10211,3,delivered
10212,5,delivered
10213,4,click
10214,5,delivered
10215,4,delivered
10216,2,click
10217,4,delivered
10218,4,delivered
10219,4,delivered
10220,3,open
10221,2,delivered
10222,1,open
10223,5,click
10224,4,open
10225,5,delivered
10226,5,delivered
10227,2,click
10228,1,open
10229,2,delivered
10230,2,delivered
10231,1,delivered
10232,5,delivered
10233,5,delivered
10234,1,open
10235,4,delivered
10236,1,open
10237,1,delivered
10238,5,open
10239,3,delivered
10240,1,delivered
10241,3,delivered
10242,5,open
10243,3,delivered
10244,5,delivered
10245,5,delivered
10246,2,open
10247,5,click
10248,5,delivered
10249,3,delivered
10250,3,click
10251,4,delivered
10252,1,delivered
10253,2,open
10254,5,delivered
10255,1,open
10256,5,delivered
10257,3,click
10258,3,delivered
10259,5,open
10260,2,click
10261,5,delivered
10262,1,open
10263,1,delivered
10264,2,delivered
10265,2,open
10266,3,delivered
10267,5,delivered
10268,1,open
10269,4,delivered
10270,3,open
10271,1,delivered
10272,4,delivered
10273,2,delivered
10274,1,click
10275,4,delivered
10276,2,delivered
10277,5,delivered
10278,5,delivered
10279,1,delivered
10280,4,delivered
10281,1,open
10282,5,open
10283,2,delivered
10284,2,delivered
10285,3,click
10286,3,click
10287,5,delivered
10288,4,delivered
10289,1,open
10290,4,delivered
10291,5,delivered
10292,5,open
10293,5,delivered
10294,2,delivered
10295,3,click
10296,4,delivered
10297,2,open
10298,4,delivered
10299,5,delivered
10300,5,open
10301,4,delivered
10302,1,open
10303,3,open
10304,4,delivered
10305,1,open
10306,3,delivered
10307,5,delivered
10308,3,delivered
10309,3,delivered
10310,2,open
10311,1,delivered
10312,2,open
10313,5,delivered
10314,1,click
10315,4,open
10316,2,click
10317,5,open
10318,2,delivered
10319,4,open
10320,3,open
10321,2,delivered
10322,2,delivered
10323,1,open
10324,2,open
10325,1,open
10326,1,open
10327,4,delivered
10328,3,delivered
10329,2,open
10330,3,delivered
10331,3,delivered
10332,3,open
10333,4,click
10334,1,click
10335,3,click
10336,1,open
10337,1,open
10338,4,delivered
10339,3,open
10340,2,delivered
10341,5,delivered
10342,3,delivered
10343,5,click
10344,3,click
10345,5,delivered
10346,2,delivered
10347,3,delivered
10348,1,click
10349,5,delivered
10350,2,open
10351,3,click
10352,2,delivered
10353,2,click
10354,3,delivered
10355,2,click
10356,1,open
10357,4,open
10358,1,delivered
10359,5,click
10360,1,click
10361,2,open
10362,3,delivered
10363,2,open
10364,1,delivered
10365,3,delivered
10366,1,delivered
10367,5,open
10368,2,delivered
10369,3,delivered
10370,2,delivered
10371,3,open
10372,1,delivered
10373,5,delivered
10374,2,open
10375,4,delivered
10376,2,delivered
10377,4,delivered
10378,2,delivered
10379,5,delivered
10380,3,delivered
10381,2,delivered
10382,1,delivered
10383,2,open
10384,4,click
10385,4,delivered
10386,3,delivered
10387,1,delivered
10388,3,delivered
10389,5,delivered
10390,1,delivered
10391,5,delivered
10392,2,click
10393,3,delivered
10394,2,delivered
10395,4,delivered
10396,1,open
10397,5,open
10398,3,delivered
10399,3,open
10400,4,open
10401,1,open
10402,5,click
10403,5,delivered
10404,3,delivered
10405,3,click
10406,2,delivered
10407,2,delivered
10408,4,open
10409,3,delivered
10410,5,delivered
10411,4,delivered
10412,4,click
10413,3,open
10414,5,open
10415,1,delivered
10416,3,delivered
10417,2,open
10418,5,open
10419,5,delivered
10420,3,delivered
10421,3,delivered
10422,3,click
10423,2,delivered
10424,4,delivered
10425,3,delivered
10426,5,delivered
10427,2,delivered
10428,5,open
10429,2,open
10430,4,open
10431,2,open
10432,1,delivered
10433,2,click
10434,2,delivered
10435,5,open
10436,1,delivered
10437,2,open
10438,5,delivered
10439,4,delivered
10440,3,open
